,SKEW,VIX,Spread,OAS
2005-06-15,118.55000305175781,11.460000038146973,0.4,3.78
2005-06-16,119.11000061035156,11.149999618530273,0.39,3.83
2005-06-17,119.51000213623047,11.479999542236328,0.37,3.81
2005-06-20,121.29000091552734,11.470000267028809,0.39,3.81
2005-06-21,123.75,11.079999923706055,0.35,3.82
2005-06-22,123.9800033569336,11.050000190734863,0.33,3.9
2005-06-23,118.55000305175781,12.130000114440918,0.33,3.88
2005-06-24,115.91999816894531,12.180000305175781,0.33,3.93
2005-06-27,118.0199966430664,12.520000457763672,0.3,3.96
2005-06-28,119.30999755859375,11.579999923706055,0.32,3.86
2005-06-29,118.45999908447266,11.770000457763672,0.34,3.81
2005-06-30,118.19000244140625,12.039999961853027,0.28,3.85
2005-07-01,123.58000183105469,11.399999618530273,0.3,3.75
2005-07-05,123.73999786376953,11.680000305175781,0.32,3.71
2005-07-06,121.08000183105469,12.270000457763672,0.31,3.75
2005-07-07,121.9800033569336,12.489999771118164,0.34,3.78
2005-07-08,125.0199966430664,11.449999809265137,0.33,3.67
2005-07-11,121.16000366210938,11.279999732971191,0.3,3.61
2005-07-12,114.08000183105469,10.949999809265137,0.33,3.54
2005-07-13,117.08000183105469,10.84000015258789,0.33,3.51
2005-07-14,122.31999969482422,10.8100004196167,0.33,3.46
2005-07-15,122.4800033569336,10.329999923706055,0.32,3.43
2005-07-18,120.33999633789062,10.770000457763672,0.33,3.4
2005-07-19,122.05999755859375,10.449999809265137,0.32,3.43
2005-07-20,119.55999755859375,10.229999542236328,0.27,3.43
2005-07-21,118.16999816894531,10.970000267028809,0.32,3.36
2005-07-22,123.70999908447266,10.520000457763672,0.31,3.39
2005-07-25,124.87000274658203,11.100000381469727,0.3,3.36
2005-07-26,128.4600067138672,10.989999771118164,0.29,3.35
2005-07-27,123.20999908447266,10.359999656677246,0.28,3.31
2005-07-28,122.62000274658203,10.520000457763672,0.24,3.33
2005-07-29,121.30000305175781,11.569999694824219,0.26,3.25
2005-08-01,122.04000091552734,12.079999923706055,0.28,3.29
2005-08-02,124.7300033569336,11.75,0.28,3.29
2005-08-03,126.5999984741211,11.829999923706055,0.28,3.32
2005-08-04,123.18000030517578,12.520000457763672,0.28,3.31
2005-08-05,124.87000274658203,12.479999542236328,0.29,3.29
2005-08-08,125.0,13.210000038146973,0.26,3.31
2005-08-09,129.16000366210938,12.399999618530273,0.28,3.33
2005-08-10,124.06999969482422,12.380000114440918,0.27,3.32
2005-08-11,126.87000274658203,12.420000076293945,0.22,3.37
2005-08-12,130.27999877929688,12.739999771118164,0.19,3.42
2005-08-15,121.0999984741211,12.260000228881836,0.19,3.37
2005-08-16,124.2300033569336,13.520000457763672,0.2,3.41
2005-08-17,126.12000274658203,13.300000190734863,0.21,3.37
2005-08-18,126.87999725341797,13.420000076293945,0.2,3.41
2005-08-19,131.4199981689453,13.420000076293945,0.18,3.39
2005-08-22,128.64999389648438,13.420000076293945,0.19,3.39
2005-08-23,128.47000122070312,13.34000015258789,0.19,3.4
2005-08-24,129.25999450683594,14.170000076293945,0.2,3.38
2005-08-25,133.49000549316406,13.729999542236328,0.18,3.38
2005-08-26,135.5399932861328,13.720000267028809,0.14,3.34
2005-08-29,136.63999938964844,13.520000457763672,0.14,3.37
2005-08-30,127.2699966430664,13.649999618530273,0.19,3.48
2005-08-31,122.61000061035156,12.600000381469727,0.18,3.66
2005-09-01,123.95999908447266,13.149999618530273,0.3,3.7
2005-09-02,124.8499984741211,13.569999694824219,0.28,3.7
2005-09-06,124.6500015258789,12.930000305175781,0.29,3.64
2005-09-07,122.83999633789062,12.520000457763672,0.28,3.61
2005-09-08,121.88999938964844,12.930000305175781,0.28,3.59
2005-09-09,124.37000274658203,11.979999542236328,0.26,3.59
2005-09-12,122.19999694824219,11.649999618530273,0.26,3.55
2005-09-13,120.11000061035156,12.390000343322754,0.26,3.58
2005-09-14,126.30000305175781,12.90999984741211,0.27,3.57
2005-09-15,125.0,12.489999771118164,0.32,3.55
2005-09-16,122.94000244140625,11.220000267028809,0.29,3.54
2005-09-19,123.8499984741211,12.140000343322754,0.32,3.61
2005-09-20,121.27999877929688,12.640000343322754,0.26,3.65
2005-09-21,120.4000015258789,13.789999961853027,0.23,3.75
2005-09-22,121.8499984741211,13.329999923706055,0.24,3.81
2005-09-23,122.16000366210938,12.960000038146973,0.23,3.71
2005-09-26,123.44000244140625,13.039999961853027,0.23,3.65
2005-09-27,121.37999725341797,12.760000228881836,0.22,3.66
2005-09-28,121.44999694824219,12.630000114440918,0.17,3.69
2005-09-29,123.98999786376953,12.239999771118164,0.16,3.67
2005-09-30,115.2300033569336,11.920000076293945,0.16,3.54
2005-10-03,124.3499984741211,12.460000038146973,0.18,3.47
2005-10-04,116.56999969482422,13.199999809265137,0.16,3.48
2005-10-05,114.11000061035156,14.550000190734863,0.15,3.51
2005-10-06,115.19000244140625,14.960000038146973,0.17,3.55
2005-10-07,117.01000213623047,14.59000015258789,0.17,3.59
2005-10-11,117.98999786376953,15.630000114440918,0.17,3.66
2005-10-12,117.83000183105469,16.219999313354492,0.21,3.72
2005-10-13,117.81999969482422,16.469999313354492,0.24,3.77
2005-10-14,121.7300033569336,14.869999885559082,0.21,3.72
2005-10-17,122.7300033569336,14.670000076293945,0.21,3.61
2005-10-18,120.56999969482422,15.329999923706055,0.22,3.56
2005-10-19,115.2699966430664,13.5,0.22,3.6
2005-10-20,122.31999969482422,16.110000610351562,0.19,3.58
2005-10-21,121.19000244140625,16.1299991607666,0.17,3.59
2005-10-24,126.30999755859375,14.739999771118164,0.2,3.54
2005-10-25,124.62000274658203,14.529999732971191,0.2,3.49
2005-10-26,122.83000183105469,14.59000015258789,0.22,3.49
2005-10-27,121.33000183105469,16.020000457763672,0.21,3.57
2005-10-28,118.18000030517578,14.25,0.18,3.58
2005-10-31,122.5,15.319999694824219,0.17,3.61
2005-11-01,126.11000061035156,14.850000381469727,0.16,3.57
2005-11-02,121.0199966430664,13.479999542236328,0.18,3.54
2005-11-03,122.41000366210938,13.0,0.18,3.48
2005-11-04,121.7699966430664,13.170000076293945,0.19,3.48
2005-11-07,120.02999877929688,13.100000381469727,0.18,3.49
2005-11-08,122.33000183105469,13.079999923706055,0.14,3.55
2005-11-09,122.55999755859375,12.800000190734863,0.15,3.5
2005-11-10,122.95999908447266,11.899999618530273,0.11,3.57
2005-11-14,125.8499984741211,12.180000305175781,0.11,3.58
2005-11-15,120.08999633789062,12.229999542236328,0.09,3.62
2005-11-16,125.41000366210938,12.260000228881836,0.07,3.72
2005-11-17,123.12999725341797,11.25,0.09,3.78
2005-11-18,129.47000122070312,11.119999885559082,0.1,3.69
2005-11-21,125.08000183105469,10.819999694824219,0.07,3.71
2005-11-22,122.0,10.600000381469727,0.11,3.74
2005-11-23,123.30999755859375,10.960000038146973,0.11,3.69
2005-11-25,114.91999816894531,10.880000114440918,0.1,3.72
2005-11-28,120.22000122070312,11.84000015258789,0.08,3.71
2005-11-29,120.69000244140625,11.890000343322754,0.08,3.61
2005-11-30,114.80999755859375,12.0600004196167,0.07,3.67
2005-12-01,123.16000366210938,11.239999771118164,0.07,3.62
2005-12-02,123.75,11.010000228881836,0.09,3.63
2005-12-05,122.80000305175781,11.600000381469727,0.1,3.62
2005-12-06,117.12000274658203,11.520000457763672,0.07,3.68
2005-12-07,121.9800033569336,12.180000305175781,0.1,3.66
2005-12-08,122.91000366210938,12.210000038146973,0.1,3.7
2005-12-09,121.44999694824219,11.6899995803833,0.11,3.6
2005-12-12,119.41999816894531,11.470000267028809,0.11,3.59
2005-12-13,128.58999633789062,11.109999656677246,0.11,3.6
2005-12-14,119.26000213623047,10.479999542236328,0.08,3.66
2005-12-15,124.62999725341797,10.729999542236328,0.1,3.64
2005-12-16,120.80000305175781,10.680000305175781,0.08,3.65
2005-12-19,120.06999969482422,11.380000114440918,0.07,3.66
2005-12-20,122.5999984741211,11.1899995803833,0.05,3.65
2005-12-21,117.87999725341797,10.8100004196167,0.06,3.61
2005-12-22,118.80999755859375,10.289999961853027,0.04,3.66
2005-12-23,120.13999938964844,10.270000457763672,0.01,3.71
2005-12-27,115.30000305175781,11.569999694824219,-0.01,3.73
2005-12-28,115.2699966430664,11.350000381469727,0.01,3.69
2005-12-29,115.77999877929688,11.609999656677246,-0.01,3.68
2005-12-30,113.0,12.069999694824219,-0.02,3.65
2006-01-03,114.0,11.140000343322754,0.03,3.73
2006-01-04,114.08000183105469,11.369999885559082,0.05,3.69
2006-01-05,113.75,11.3100004196167,0.04,3.64
2006-01-06,117.30000305175781,11.0,0.02,3.56
2006-01-09,115.08999633789062,11.130000114440918,0.02,3.51
2006-01-10,116.79000091552734,10.859999656677246,0.02,3.5
2006-01-11,119.5,10.9399995803833,0.02,3.47
2006-01-12,118.62000274658203,11.199999809265137,0.03,3.53
2006-01-13,119.13999938964844,11.229999542236328,0.02,3.62
2006-01-17,115.04000091552734,11.90999984741211,0.01,3.64
2006-01-18,115.0199966430664,12.25,0.01,3.64
2006-01-19,117.55000305175781,11.979999542236328,0.01,3.58
2006-01-20,123.55000305175781,14.5600004196167,0.0,3.6
2006-01-23,126.58999633789062,13.930000305175781,0.01,3.59
2006-01-24,128.72999572753906,13.3100004196167,0.03,3.54
2006-01-25,123.05999755859375,12.869999885559082,0.03,3.44
2006-01-26,126.33999633789062,12.420000076293945,0.04,3.42
2006-01-27,127.58999633789062,11.970000267028809,0.01,3.4
2006-01-30,120.12999725341797,12.390000343322754,0.02,3.34
2006-01-31,120.98999786376953,12.949999809265137,-0.01,3.42
2006-02-01,117.80000305175781,12.359999656677246,-0.02,3.35
2006-02-02,116.9800033569336,13.229999542236328,-0.02,3.35
2006-02-03,116.83999633789062,12.960000038146973,-0.05,3.38
2006-02-06,119.37000274658203,13.039999961853027,-0.07,3.38
2006-02-07,116.91999816894531,13.59000015258789,-0.04,3.39
2006-02-08,119.48999786376953,12.829999923706055,-0.08,3.38
2006-02-09,119.30999755859375,13.119999885559082,-0.12,3.38
2006-02-10,120.19000244140625,12.869999885559082,-0.1,3.35
2006-02-13,120.69999694824219,13.350000381469727,-0.1,3.37
2006-02-14,119.30000305175781,12.25,-0.07,3.36
2006-02-15,126.44000244140625,12.3100004196167,-0.1,3.32
2006-02-16,128.99000549316406,11.479999542236328,-0.1,3.29
2006-02-17,133.8800048828125,12.010000228881836,-0.12,3.3
2006-02-21,128.57000732421875,12.40999984741211,-0.14,3.29
2006-02-22,130.02999877929688,11.880000114440918,-0.15,3.31
2006-02-23,127.08000183105469,11.869999885559082,-0.16,3.27
2006-02-24,128.55999755859375,11.460000038146973,-0.16,3.28
2006-02-27,123.52999877929688,11.59000015258789,-0.15,3.28
2006-02-28,124.61000061035156,12.34000015258789,-0.14,3.37
2006-03-01,124.25,11.539999961853027,-0.12,3.33
2006-03-02,123.30000305175781,11.720000267028809,-0.08,3.32
2006-03-03,121.87000274658203,11.960000038146973,-0.08,3.29
2006-03-06,116.5999984741211,12.739999771118164,-0.03,3.26
2006-03-07,116.20999908447266,12.65999984741211,-0.03,3.3
2006-03-08,117.20999908447266,12.319999694824219,0.01,3.31
2006-03-09,114.19999694824219,12.680000305175781,0.02,3.32
2006-03-10,116.20999908447266,11.850000381469727,0.02,3.3
2006-03-13,116.54000091552734,11.369999885559082,0.03,3.27
2006-03-14,114.43000030517578,10.739999771118164,0.05,3.34
2006-03-15,119.12000274658203,11.350000381469727,0.04,3.29
2006-03-16,142.02000427246094,11.979999542236328,0.03,3.34
2006-03-17,130.05999755859375,12.119999885559082,0.03,3.31
2006-03-20,124.38999938964844,11.789999961853027,0.01,3.3
2006-03-21,120.69000244140625,11.619999885559082,-0.01,3.21
2006-03-22,121.69999694824219,11.210000038146973,-0.04,3.2
2006-03-23,119.2300033569336,11.170000076293945,-0.04,3.18
2006-03-24,124.33999633789062,11.1899995803833,-0.05,3.23
2006-03-27,118.2300033569336,11.460000038146973,-0.02,3.19
2006-03-28,118.70999908447266,11.579999923706055,-0.02,3.12
2006-03-29,117.94000244140625,10.949999809265137,-0.01,3.14
2006-03-30,116.7699966430664,11.569999694824219,0.02,3.11
2006-03-31,115.72000122070312,11.390000343322754,0.04,3.13
2006-04-03,115.4800033569336,11.569999694824219,0.02,3.09
2006-04-04,117.05999755859375,11.140000343322754,0.03,3.1
2006-04-05,117.0999984741211,11.130000114440918,0.03,3.13
2006-04-06,118.02999877929688,11.449999809265137,0.06,3.12
2006-04-07,115.69999694824219,12.260000228881836,0.08,3.06
2006-04-10,116.51000213623047,12.1899995803833,0.08,3.1
2006-04-11,113.55999755859375,13.0,0.05,3.11
2006-04-12,115.70999908447266,12.760000228881836,0.07,3.06
2006-04-13,117.98999786376953,12.380000114440918,0.09,3.05
2006-04-17,113.55999755859375,12.579999923706055,0.1,3.08
2006-04-18,116.73999786376953,11.399999618530273,0.15,3.11
2006-04-19,121.69999694824219,11.319999694824219,0.18,3.07
2006-04-20,130.0,11.640000343322754,0.15,3.04
2006-04-21,122.05000305175781,11.59000015258789,0.11,3.04
2006-04-24,128.77000427246094,11.75,0.1,3.06
2006-04-25,129.66000366210938,11.75,0.12,2.98
2006-04-26,126.13999938964844,11.760000228881836,0.13,2.97
2006-04-27,129.2100067138672,11.84000015258789,0.18,3.0
2006-04-28,125.19999694824219,11.59000015258789,0.2,3.0
2006-05-01,129.6699981689453,12.539999961853027,0.2,2.96
2006-05-02,124.01000213623047,11.989999771118164,0.2,2.97
2006-05-03,127.45999908447266,11.989999771118164,0.21,2.94
2006-05-04,125.86000061035156,11.859999656677246,0.19,2.93
2006-05-05,128.05999755859375,11.619999885559082,0.18,2.96
2006-05-08,125.25,12.0,0.15,2.94
2006-05-09,123.0199966430664,11.989999771118164,0.16,2.92
2006-05-10,119.62000274658203,11.779999732971191,0.12,2.9
2006-05-11,120.68000030517578,12.489999771118164,0.15,2.88
2006-05-12,123.20999908447266,14.1899995803833,0.18,2.88
2006-05-15,121.86000061035156,13.569999694824219,0.16,2.92
2006-05-16,130.14999389648438,13.350000381469727,0.14,2.99
2006-05-17,121.87000274658203,16.260000228881836,0.19,3.03
2006-05-18,123.08999633789062,16.989999771118164,0.14,3.09
2006-05-19,136.92999267578125,17.18000030517578,0.09,3.08
2006-05-22,126.1500015258789,17.719999313354492,0.1,3.15
2006-05-23,125.1500015258789,18.260000228881836,0.1,3.12
2006-05-24,127.4000015258789,17.360000610351562,0.09,3.18
2006-05-25,132.35000610351562,15.5,0.09,3.13
2006-05-26,128.5,14.260000228881836,0.1,3.12
2006-05-30,122.66999816894531,18.65999984741211,0.1,3.1
2006-05-31,121.97000122070312,16.440000534057617,0.08,3.12
2006-06-01,128.02000427246094,14.520000457763672,0.07,3.13
2006-06-02,127.0199966430664,14.319999694824219,0.08,3.22
2006-06-05,120.41999816894531,16.649999618530273,0.03,3.19
2006-06-06,121.79000091552734,17.34000015258789,0.02,3.24
2006-06-07,120.80999755859375,17.799999237060547,0.0,3.22
2006-06-08,120.19000244140625,18.350000381469727,-0.01,3.26
2006-06-09,118.73999786376953,18.1200008392334,-0.03,3.27
2006-06-12,121.2699966430664,20.959999084472656,-0.03,3.25
2006-06-13,121.55000305175781,23.809999465942383,-0.05,3.32
2006-06-14,124.23999786376953,21.459999084472656,-0.06,3.32
2006-06-15,131.60000610351562,15.899999618530273,-0.04,3.29
2006-06-16,128.32000732421875,17.25,-0.03,3.26
2006-06-19,125.30999755859375,17.829999923706055,-0.05,3.25
2006-06-20,126.54000091552734,16.690000534057617,-0.04,3.28
2006-06-21,127.36000061035156,15.520000457763672,-0.04,3.34
2006-06-22,125.08000183105469,15.880000114440918,-0.03,3.32
2006-06-23,122.55000305175781,15.890000343322754,-0.04,3.31
2006-06-26,124.87000274658203,15.619999885559082,-0.02,3.34
2006-06-27,120.30000305175781,16.399999618530273,-0.03,3.36
2006-06-28,118.98999786376953,15.789999961853027,-0.04,3.33
2006-06-29,124.11000061035156,13.029999732971191,0.01,3.33
2006-06-30,118.27999877929688,13.079999923706055,-0.01,3.35
2006-07-03,120.93000030517578,13.050000190734863,-0.02,3.33
2006-07-05,120.22000122070312,14.149999618530273,-0.01,3.27
2006-07-06,116.80999755859375,13.649999618530273,-0.03,3.31
2006-07-07,114.97000122070312,13.970000267028809,-0.03,3.33
2006-07-10,115.88999938964844,14.020000457763672,-0.04,3.3
2006-07-11,119.16999816894531,13.140000343322754,-0.07,3.33
2006-07-12,115.97000122070312,14.489999771118164,-0.07,3.32
2006-07-13,115.4000015258789,17.790000915527344,-0.04,3.39
2006-07-14,117.4800033569336,18.049999237060547,-0.01,3.44
2006-07-17,118.55999755859375,18.639999389648438,-0.05,3.42
2006-07-18,122.9000015258789,17.739999771118164,-0.06,3.37
2006-07-19,121.58000183105469,15.550000190734863,-0.06,3.42
2006-07-20,118.55000305175781,16.209999084472656,-0.03,3.43
2006-07-21,118.33000183105469,17.399999618530273,-0.03,3.41
2006-07-24,122.02999877929688,14.979999542236328,-0.05,3.41
2006-07-25,120.52999877929688,14.850000381469727,-0.04,3.38
2006-07-26,120.86000061035156,14.619999885559082,-0.02,3.38
2006-07-27,119.77999877929688,14.9399995803833,0.0,3.36
2006-07-28,121.4000015258789,14.329999923706055,0.02,3.4
2006-07-31,121.63999938964844,14.949999809265137,0.02,3.45
2006-08-01,119.48999786376953,15.050000190734863,0.02,3.44
2006-08-02,117.9800033569336,14.34000015258789,-0.01,3.42
2006-08-03,116.79000091552734,14.460000038146973,-0.02,3.42
2006-08-04,117.54000091552734,14.34000015258789,0.0,3.44
2006-08-07,117.0199966430664,15.229999542236328,-0.03,3.42
2006-08-08,118.18000030517578,15.229999542236328,0.02,3.41
2006-08-09,116.2699966430664,15.199999809265137,0.01,3.41
2006-08-10,118.30999755859375,14.460000038146973,0.0,3.42
2006-08-11,118.08999633789062,14.300000190734863,0.01,3.39
2006-08-14,118.23999786376953,14.260000228881836,-0.01,3.36
2006-08-15,118.87999725341797,13.420000076293945,-0.01,3.39
2006-08-16,120.16999816894531,12.40999984741211,0.0,3.42
2006-08-17,121.41999816894531,12.239999771118164,-0.02,3.38
2006-08-18,125.3499984741211,11.640000343322754,-0.03,3.41
2006-08-21,125.66000366210938,12.220000267028809,-0.03,3.43
2006-08-22,124.0,12.1899995803833,-0.05,3.43
2006-08-23,124.19999694824219,12.399999618530273,-0.05,3.43
2006-08-24,123.75,12.399999618530273,-0.07,3.43
2006-08-25,125.01000213623047,12.3100004196167,-0.07,3.44
2006-08-28,122.63999938964844,12.180000305175781,-0.08,3.41
2006-08-29,126.52999877929688,12.279999732971191,-0.08,3.41
2006-08-30,125.5199966430664,12.220000267028809,-0.07,3.42
2006-08-31,123.22000122070312,12.3100004196167,-0.05,3.49
2006-09-01,124.58999633789062,11.960000038146973,-0.04,3.49
2006-09-05,124.30999755859375,12.630000114440918,-0.02,3.43
2006-09-06,123.08999633789062,13.739999771118164,-0.02,3.4
2006-09-07,121.66000366210938,13.880000114440918,-0.02,3.41
2006-09-08,124.33999633789062,13.15999984741211,-0.02,3.42
2006-09-11,125.98999786376953,12.989999771118164,-0.03,3.39
2006-09-12,126.41999816894531,11.920000076293945,-0.04,3.4
2006-09-13,120.44000244140625,11.180000305175781,-0.03,3.38
2006-09-14,119.47000122070312,11.550000190734863,-0.04,3.35
2006-09-15,135.25,11.760000228881836,-0.07,3.33
2006-09-18,127.3499984741211,11.779999732971191,-0.07,3.33
2006-09-19,125.02999877929688,11.979999542236328,-0.05,3.4
2006-09-20,122.70999908447266,11.390000343322754,-0.08,3.39
2006-09-21,119.68000030517578,12.25,-0.06,3.48
2006-09-22,118.86000061035156,12.59000015258789,-0.07,3.53
2006-09-25,120.75,12.119999885559082,-0.07,3.55
2006-09-26,121.63999938964844,11.529999732971191,-0.09,3.5
2006-09-27,118.43000030517578,11.579999923706055,-0.06,3.46
2006-09-28,118.20999908447266,11.720000267028809,-0.05,3.44
2006-09-29,120.08999633789062,11.979999542236328,-0.07,3.42
2006-10-02,119.80000305175781,12.569999694824219,-0.04,3.44
2006-10-03,116.93000030517578,12.239999771118164,-0.05,3.43
2006-10-04,118.1500015258789,11.859999656677246,-0.03,3.45
2006-10-05,115.4800033569336,11.979999542236328,-0.04,3.39
2006-10-06,117.33999633789062,11.5600004196167,-0.04,3.31
2006-10-10,118.43000030517578,11.520000457763672,-0.07,3.27
2006-10-11,117.16000366210938,11.619999885559082,-0.07,3.23
2006-10-12,117.44000244140625,11.09000015258789,-0.06,3.22
2006-10-13,118.73999786376953,10.75,-0.06,3.19
2006-10-16,116.54000091552734,11.09000015258789,-0.06,3.18
2006-10-17,117.69999694824219,11.729999542236328,-0.05,3.19
2006-10-18,114.95999908447266,11.34000015258789,-0.08,3.18
2006-10-19,116.80000305175781,10.899999618530273,-0.06,3.17
2006-10-20,117.05999755859375,10.630000114440918,-0.08,3.17
2006-10-23,115.27999877929688,11.079999923706055,-0.07,3.14
2006-10-24,114.68000030517578,10.779999732971191,-0.08,3.15
2006-10-25,113.72000122070312,10.65999984741211,-0.1,3.19
2006-10-26,112.97000122070312,10.5600004196167,-0.08,3.21
2006-10-27,111.45999908447266,10.800000190734863,-0.08,3.23
2006-10-30,114.11000061035156,11.199999809265137,-0.1,3.21
2006-10-31,111.4800033569336,11.100000381469727,-0.1,3.29
2006-11-01,112.36000061035156,11.510000228881836,-0.09,3.3
2006-11-02,113.08000183105469,11.420000076293945,-0.07,3.24
2006-11-03,112.37000274658203,11.15999984741211,-0.1,3.12
2006-11-06,116.76000213623047,11.15999984741211,-0.11,3.13
2006-11-07,115.72000122070312,11.09000015258789,-0.11,3.14
2006-11-08,115.86000061035156,10.75,-0.11,3.15
2006-11-09,113.19000244140625,11.010000228881836,-0.13,3.13
2006-11-10,113.87000274658203,10.789999961853027,-0.14,3.15
2006-11-13,113.31999969482422,10.859999656677246,-0.15,3.12
2006-11-14,113.75,10.5,-0.17,3.13
2006-11-15,111.62999725341797,10.3100004196167,-0.19,3.05
2006-11-16,110.87000274658203,10.15999984741211,-0.19,2.99
2006-11-17,117.7300033569336,10.050000190734863,-0.15,3.06
2006-11-20,119.0199966430664,9.970000267028809,-0.16,3.07
2006-11-21,118.52999877929688,9.899999618530273,-0.17,3.13
2006-11-22,120.86000061035156,10.140000343322754,-0.17,3.14
2006-11-24,118.47000122070312,10.729999542236328,-0.18,3.15
2006-11-27,117.95999908447266,12.300000190734863,-0.17,3.17
2006-11-28,121.88999938964844,11.619999885559082,-0.16,3.22
2006-11-29,125.37999725341797,10.829999923706055,-0.17,3.15
2006-11-30,124.0,10.90999984741211,-0.16,3.2
2006-12-01,126.19999694824219,11.65999984741211,-0.09,3.21
2006-12-04,124.80999755859375,11.229999542236328,-0.09,3.2
2006-12-05,127.13999938964844,11.270000457763672,-0.07,3.14
2006-12-06,125.61000061035156,11.329999923706055,-0.11,3.07
2006-12-07,122.86000061035156,12.670000076293945,-0.09,3.05
2006-12-08,124.70999908447266,12.069999694824219,-0.12,3.0
2006-12-11,120.6500015258789,10.710000038146973,-0.15,3.02
2006-12-12,124.45999908447266,10.649999618530273,-0.12,3.06
2006-12-13,125.76000213623047,10.180000305175781,-0.12,3.0
2006-12-14,132.30999755859375,9.970000267028809,-0.13,3.0
2006-12-15,129.80999755859375,10.050000190734863,-0.13,2.98
2006-12-18,128.92999267578125,10.600000381469727,-0.11,2.99
2006-12-19,129.5500030517578,10.300000190734863,-0.11,2.98
2006-12-20,126.27999877929688,10.260000228881836,-0.11,2.97
2006-12-21,122.05000305175781,10.529999732971191,-0.11,2.99
2006-12-22,121.5,11.359999656677246,-0.08,2.93
2006-12-26,123.4000015258789,11.260000228881836,-0.1,2.93
2006-12-27,123.4800033569336,10.640000343322754,-0.11,2.87
2006-12-28,121.69999694824219,10.989999771118164,-0.12,2.83
2006-12-29,121.25,11.5600004196167,-0.11,2.82
2007-01-03,118.7699966430664,12.039999961853027,-0.09,2.91
2007-01-04,118.77999877929688,11.510000228881836,-0.09,2.95
2007-01-05,117.2699966430664,12.140000343322754,-0.11,2.93
2007-01-08,119.44000244140625,12.0,-0.12,2.92
2007-01-09,116.27999877929688,11.90999984741211,-0.13,2.89
2007-01-10,117.79000091552734,11.470000267028809,-0.12,2.87
2007-01-11,119.12999725341797,10.869999885559082,-0.12,2.82
2007-01-12,119.69999694824219,10.149999618530273,-0.11,2.8
2007-01-16,120.77999877929688,10.739999771118164,-0.11,2.78
2007-01-17,120.94999694824219,10.59000015258789,-0.12,2.72
2007-01-18,127.69999694824219,10.850000381469727,-0.14,2.73
2007-01-19,127.23999786376953,10.399999618530273,-0.15,2.7
2007-01-22,121.12999725341797,10.770000457763672,-0.15,2.69
2007-01-23,122.7699966430664,10.34000015258789,-0.13,2.65
2007-01-24,124.33999633789062,9.890000343322754,-0.12,2.63
2007-01-25,119.48999786376953,11.220000267028809,-0.11,2.57
2007-01-26,120.26000213623047,11.130000114440918,-0.11,2.59
2007-01-29,117.83000183105469,11.449999809265137,-0.09,2.58
2007-01-30,119.52999877929688,10.960000038146973,-0.1,2.62
2007-01-31,118.58000183105469,10.420000076293945,-0.11,2.72
2007-02-01,119.56999969482422,10.3100004196167,-0.12,2.66
2007-02-02,121.69999694824219,10.079999923706055,-0.11,2.67
2007-02-05,122.4800033569336,10.550000190734863,-0.11,2.67
2007-02-06,122.77999877929688,10.649999618530273,-0.13,2.67
2007-02-07,122.94000244140625,10.319999694824219,-0.13,2.65
2007-02-08,122.69000244140625,10.4399995803833,-0.14,2.65
2007-02-09,121.0199966430664,11.100000381469727,-0.13,2.59
2007-02-12,119.80999755859375,11.609999656677246,-0.14,2.59
2007-02-13,125.31999969482422,10.34000015258789,-0.13,2.58
2007-02-14,123.08999633789062,10.229999542236328,-0.13,2.62
2007-02-15,120.55000305175781,10.220000267028809,-0.13,2.59
2007-02-16,121.01000213623047,10.020000457763672,-0.14,2.57
2007-02-20,120.98999786376953,10.239999771118164,-0.13,2.57
2007-02-21,119.0999984741211,10.199999809265137,-0.13,2.53
2007-02-22,119.58000183105469,10.180000305175781,-0.14,2.49
2007-02-23,117.70999908447266,10.579999923706055,-0.14,2.55
2007-02-26,117.80999755859375,11.149999618530273,-0.14,2.58
2007-02-27,112.5,18.309999465942383,-0.09,2.79
2007-02-28,121.36000061035156,15.420000076293945,-0.09,2.82
2007-03-01,120.98999786376953,15.819999694824219,-0.07,2.83
2007-03-02,118.76000213623047,18.610000610351562,-0.04,2.91
2007-03-05,118.06999969482422,19.6299991607666,-0.02,2.99
2007-03-06,121.13999938964844,15.960000038146973,-0.05,2.94
2007-03-07,119.48999786376953,15.239999771118164,-0.04,2.91
2007-03-08,121.08000183105469,14.289999961853027,-0.05,2.85
2007-03-09,121.95999908447266,14.09000015258789,-0.07,2.75
2007-03-12,126.3499984741211,13.989999771118164,-0.06,2.8
2007-03-13,130.0399932861328,18.1299991607666,-0.02,2.92
2007-03-14,134.25,17.270000457763672,-0.01,2.94
2007-03-15,136.14999389648438,16.43000030517578,-0.03,2.88
2007-03-16,128.3000030517578,16.790000915527344,-0.03,2.88
2007-03-19,122.83999633789062,14.59000015258789,-0.03,2.85
2007-03-20,127.3499984741211,13.270000457763672,-0.04,2.88
2007-03-21,130.07000732421875,12.1899995803833,0.02,2.91
2007-03-22,124.98999786376953,12.930000305175781,0.02,2.81
2007-03-23,125.63999938964844,12.949999809265137,0.02,2.79
2007-03-26,126.44999694824219,13.15999984741211,0.04,2.82
2007-03-27,122.88999938964844,13.479999542236328,0.04,2.81
2007-03-28,121.27999877929688,14.979999542236328,0.09,2.84
2007-03-29,121.4000015258789,15.140000343322754,0.06,2.82
2007-03-30,120.88999938964844,14.640000343322754,0.07,2.8
2007-04-02,122.62000274658203,14.529999732971191,0.05,2.86
